Times,Classifier,Accuracy,Recall,Precision,F1 Score,Feature Size,GA score,Feature names
38,KNN,73.97260273972603,77.19941348973607,65.18003273322422,65.6087279940491,15,0.30668949771689497,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT']"
39,KNN,73.97260273972603,77.19941348973607,65.18003273322422,65.6087279940491,15,0.31802891933028926,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 't_ref_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
40,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,14,0.2914611872146119,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
41,KNN,72.6027397260274,73.5655737704918,64.11620294599018,64.42495126705653,13,0.30557838660578385,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'age', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
42,KNN,64.38356164383562,58.07692307692307,53.43698854337152,50.15756302521008,9,0.3033561643835616,"['gender', 'race', 'agegroup', 'age', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'SIFT']"
43,KNN,75.34246575342466,81.5079365079365,66.24386252045826,66.81818181818183,12,0.31802891933028926,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_t', 't_depth', 't_ref_count', 'n_depth', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
44,KNN,72.6027397260274,73.5655737704918,64.11620294599018,64.42495126705653,14,0.30557838660578385,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 'n_depth', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
45,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,14,0.30557838660578385,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT']"
46,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,15,0.29090563165905636,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
47,KNN,75.34246575342466,76.57384987893462,67.96235679214404,69.00943396226415,14,0.30446727549467273,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
0,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,12,0.2914611872146119,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 't_alt_count', 'hotspot', 'SIFT', 'PolyPhen']"
1,KNN,76.71232876712328,76.6281512605042,70.74468085106382,71.98013095506886,10,0.3061339421613394,"['race', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_alt_count', 'BIOTYPE', 'hotspot', 'SIFT']"
0,KNN,75.34246575342466,76.57384987893462,67.96235679214404,69.00943396226415,15,0.30446727549467273,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
1,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,13,0.2914611872146119,"['gender', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
2,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,14,0.30446727549467273,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
3,KNN,75.34246575342466,76.57384987893462,67.96235679214404,69.00943396226415,10,0.30446727549467273,"['treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT']"
4,KNN,73.97260273972603,77.19941348973607,65.18003273322422,65.6087279940491,13,0.3174733637747337,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 't_alt_count', 'n_depth', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
5,KNN,67.12328767123287,64.12698412698413,57.283142389525366,55.757575757575765,12,0.3061339421613394,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_t', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'hotspot', 'SIFT']"
6,KNN,75.34246575342466,78.55191256830601,67.10310965630116,67.98245614035088,15,0.3185844748858448,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_ref_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT']"
7,KNN,75.34246575342466,78.55191256830601,67.10310965630116,67.98245614035088,12,0.30446727549467273,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG']"
8,KNN,68.4931506849315,65.76923076923077,60.06546644844517,59.76515696141864,10,0.30668949771689497,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_n', 't_depth', 't_alt_count', 'BIOTYPE', 'PolyPhen']"
9,KNN,71.23287671232876,69.54022988505747,63.91162029459901,64.39024390243902,17,0.3022450532724505,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
10,KNN,75.34246575342466,81.5079365079365,66.24386252045826,66.81818181818183,12,0.30446727549467273,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
11,KNN,72.6027397260274,73.5655737704918,64.11620294599018,64.42495126705653,13,0.2920167427701675,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_pathologic_m', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'hotspot', 'SIFT', 'PolyPhen']"
12,KNN,75.34246575342466,78.55191256830601,67.10310965630116,67.98245614035088,10,0.2914611872146119,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_pathologic_n', 't_ref_count', 't_alt_count', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
13,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,16,0.27901065449010654,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
14,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,14,0.3174733637747337,"['gender', 'race', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT']"
15,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,13,0.30557838660578385,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
16,KNN,72.6027397260274,73.5655737704918,64.11620294599018,64.42495126705653,16,0.3028006088280061,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
17,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,10,0.30502283105022826,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG']"
18,KNN,71.23287671232876,71.8475073313783,62.19312602291326,61.988594098685844,13,0.30446727549467273,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_n', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
19,KNN,72.6027397260274,73.5655737704918,64.11620294599018,64.42495126705653,14,0.30557838660578385,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
20,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,14,0.30446727549467273,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'BIOTYPE', 'hotspot', 'SIFT', 'PolyPhen']"
21,KNN,69.86301369863014,69.92063492063491,60.27004909983633,59.44444444444444,12,0.30557838660578385,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 't_ref_count', 'n_depth', 'BIOTYPE', 'hotspot', 'SIFT', 'PolyPhen']"
22,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,13,0.31802891933028926,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT']"
23,KNN,71.23287671232876,70.44871794871794,63.05237315875614,63.26383896477354,13,0.30502283105022826,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 'n_depth', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
24,KNN,76.71232876712328,77.93103448275862,69.88543371522096,71.17305458768874,12,0.30391171993911714,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_alt_count', 'BIOTYPE', 'hotspot']"
25,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,15,0.30557838660578385,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT']"
26,KNN,71.23287671232876,69.54022988505747,63.91162029459901,64.39024390243902,15,0.3191400304414004,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 'n_depth', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
27,KNN,69.86301369863014,72.11538461538461,59.41080196399346,57.825630252100844,13,0.2914611872146119,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_t', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
28,KNN,76.71232876712328,77.93103448275862,69.88543371522096,71.17305458768874,10,0.2903500761035008,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_n', 't_depth', 'hotspot', 'SIFT']"
29,KNN,75.34246575342466,78.55191256830601,67.10310965630116,67.98245614035088,11,0.3033561643835616,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_alt_count', 'n_depth', 'BIOTYPE', 'SIFT', 'PolyPhen']"
30,KNN,75.34246575342466,76.57384987893462,67.96235679214404,69.00943396226415,16,0.30557838660578385,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
31,KNN,69.86301369863014,67.7360774818402,61.988543371522084,62.12264150943396,9,0.3185844748858448,"['treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 'n_depth', 'hotspot', 'PolyPhen']"
32,KNN,75.34246575342466,76.57384987893462,67.96235679214404,69.00943396226415,14,0.30557838660578385,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'CLIN_SIG', 'SIFT']"
33,KNN,75.34246575342466,78.55191256830601,67.10310965630116,67.98245614035088,13,0.30446727549467273,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'age', 'ajcc_t', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
34,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,15,0.30446727549467273,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
35,KNN,69.86301369863014,69.92063492063491,60.27004909983633,59.44444444444444,11,0.30502283105022826,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
36,KNN,75.34246575342466,76.57384987893462,67.96235679214404,69.00943396226415,14,0.3185844748858448,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_alt_count', 'n_depth', 'BIOTYPE', 'hotspot', 'SIFT']"
37,KNN,75.34246575342466,76.57384987893462,67.96235679214404,69.00943396226415,16,0.3061339421613394,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
38,KNN,75.34246575342466,75.21929824561404,68.82160392798691,69.91758241758241,8,0.30391171993911714,"['treatments_radiation_treatment_or_therapy', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'hotspot']"
39,KNN,75.34246575342466,76.57384987893462,67.96235679214404,69.00943396226415,15,0.2610045662100457,"['gender', 'race', 'agegroup', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
40,KNN,78.08219178082192,79.22149122807018,71.80851063829788,73.26007326007327,12,0.30446727549467273,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 't_ref_count', 't_alt_count', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
41,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,12,0.31802891933028926,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 't_alt_count', 'BIOTYPE', 'hotspot', 'PolyPhen']"
42,KNN,72.6027397260274,73.5655737704918,64.11620294599018,64.42495126705653,14,0.30446727549467273,"['gender', 'race', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
43,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,13,0.30557838660578385,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'SIFT', 'PolyPhen']"
44,KNN,73.97260273972603,80.38194444444444,64.32078559738135,64.29858429858429,12,0.30502283105022826,"['gender', 'race', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_n', 't_ref_count', 'n_depth', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
45,KNN,73.97260273972603,75.12820512820512,66.0392798690671,66.76252096812844,14,0.30668949771689497,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'SIFT', 'PolyPhen']"
46,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,12,0.3061339421613394,"['race', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 'n_depth', 'BIOTYPE', 'hotspot', 'SIFT', 'PolyPhen']"
47,KNN,73.97260273972603,73.73563218390804,66.89852700490998,67.78164924506387,12,0.30446727549467273,"['gender', 'agegroup', 'ajcc_t', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_alt_count', 'n_depth', 'BIOTYPE', 'CLIN_SIG', 'hotspot', 'PolyPhen']"
48,KNN,72.6027397260274,72.15496368038741,64.97545008183306,65.56603773584906,13,0.30557838660578385,"['gender', 'treatments_pharmaceutical_treatment_or_therapy', 'treatments_radiation_treatment_or_therapy', 'agegroup', 'age', 'ajcc_pathologic_m', 'ajcc_pathologic_n', 't_depth', 't_ref_count', 't_alt_count', 'BIOTYPE', 'CLIN_SIG', 'SIFT']"
49,KNN,71.23287671232876,69.54022988505747,63.91162029459901,64.39024390243902,13,0.30557838660578385,"['gender', 'race', 'agegroup', 'age', 'ajcc_t', 'ajcc_pathologic_m', 't_depth', 't_ref_count', 'n_depth', 'BIOTYPE', 'hotspot', 'SIFT', 'PolyPhen']"
